Sexo;Categoria;Tempo Final;Ritmo;Distancia
Masculino;35-39;1:04:30.34;06:27;10
Feminino;40-44;1:04:30.69;06:27;10
Masculino;50-54;1:04:31.23;06:27;10
Masculino;40-44;1:04:31.95;06:27;10
Masculino;45-49;1:04:32.17;06:27;10
Feminino;25-34;1:04:34.69;06:28;10
Feminino;45-49;1:04:36.01;06:28;10
Masculino;55-59;1:04:38.41;06:28;10
Feminino;50-54;1:04:39.13;06:28;10
Masculino;45-49;1:04:39.31;06:28;10
Masculino;40-44;1:04:39.62;06:28;10
Feminino;25-34;1:04:42.29;06:28;10
Feminino;45-49;1:04:42.58;06:28;10
Masculino;45-49;1:04:44.69;06:28;10
Masculino;25-34;1:04:44.96;06:28;10
Masculino;25-34;1:04:51.45;06:29;10
Masculino;25-34;1:04:51.61;06:29;10
Masculino;60-64;1:04:53.09;06:29;10
Masculino;35-39;1:04:54.91;06:29;10
Feminino;18-24;1:04:54.95;06:29;10
Feminino;45-49;1:04:55.66;06:29;10
Feminino;35-39;1:05:00.64;06:30;10
Masculino;25-34;1:05:03.97;06:30;10
Masculino;40-44;1:05:05.36;06:31;10
Feminino;40-44;1:05:05.94;06:31;10
Masculino;55-59;1:05:08.03;06:31;10
Feminino;25-34;1:05:08.41;06:31;10
Feminino;40-44;1:05:09.57;06:31;10
Masculino;40-44;1:05:09.86;06:31;10
Feminino;25-34;1:05:11.88;06:31;10
Masculino;25-34;1:05:12.86;06:31;10
Masculino;25-34;1:05:14.24;06:31;10
Masculino;25-34;1:05:15.36;06:31;10
Feminino;45-49;1:05:15.93;06:31;10
Masculino;45-49;1:05:16.37;06:32;10
Masculino;35-39;1:05:19.83;06:32;10
Feminino;45-49;1:05:20.05;06:32;10
Masculino;35-39;1:05:20.11;06:32;10
Masculino;40-44;1:05:21.23;06:32;10
Masculino;70-74;1:05:22.78;06:32;10
Feminino;35-39;1:05:26.53;06:32;10
Masculino;50-54;1:05:28.20;06:33;10
Feminino;50-54;1:05:28.71;06:33;10
Feminino;50-54;1:05:29.08;06:33;10
Masculino;50-54;1:05:30.60;06:33;10
Feminino;50-54;1:05:30.94;06:33;10
Masculino;55-59;1:05:33.63;06:34;10
Feminino;25-34;1:05:34.21;06:34;10
Masculino;50-54;1:05:35.09;06:34;10
Feminino;25-34;1:05:35.93;06:34;10
Feminino;45-49;1:05:36.71;06:34;10
Feminino;35-39;1:05:39.34;06:34;10
Feminino;60-64;1:05:42.02;06:34;10
Masculino;50-54;1:05:42.27;06:34;10
Masculino;45-49;1:05:42.56;06:34;10
Feminino;18-24;1:05:43.02;06:34;10
Feminino;60-64;1:05:43.44;06:34;10
Masculino;50-54;1:05:45.43;06:35;10
Feminino;40-44;1:05:45.68;06:35;10
Masculino;25-34;1:05:49.27;06:35;10
Masculino;60-64;1:05:53.45;06:35;10
Masculino;35-39;1:05:58.10;06:36;10
Masculino;50-54;1:05:59.61;06:36;10
Masculino;40-44;1:06:01.11;06:36;10
Feminino;25-34;1:06:01.35;06:36;10
Feminino;35-39;1:06:01.62;06:36;10
Feminino;40-44;1:06:01.95;06:36;10
Masculino;50-54;1:06:03.75;06:36;10
Feminino;35-39;1:06:04.29;06:37;10
Feminino;35-39;1:06:05.47;06:37;10
Feminino;55-59;1:06:06.65;06:37;10
Masculino;18-24;1:06:06.82;06:37;10
Feminino;40-44;1:06:07.80;06:37;10
Masculino;50-54;1:06:10.68;06:37;10
Masculino;60-64;1:06:11.33;06:37;10
Feminino;40-44;1:06:16.35;06:38;10
Feminino;45-49;1:06:19.27;06:38;10
Masculino;18-24;1:06:19.93;06:38;10
Feminino;55-59;1:06:20.02;06:38;10
Masculino;45-49;1:06:20.66;06:38;10
Masculino;60-64;1:06:24.93;06:38;10
Feminino;45-49;1:06:26.45;06:38;10
Masculino;40-44;1:06:27.29;06:38;10
Feminino;25-34;1:06:27.98;06:38;10
Masculino;25-34;1:06:28.10;06:39;10
Masculino;40-44;1:06:29.96;06:39;10
Masculino;55-59;1:06:33.38;06:39;10
Masculino;35-39;1:06:35.15;06:40;10
Feminino;75+;1:06:36.62;06:40;10
Feminino;40-44;1:06:37.99;06:40;10
Masculino;25-34;1:06:38.91;06:40;10
Feminino;40-44;1:06:40.23;06:40;10
Masculino;25-34;1:06:40.73;06:40;10
Masculino;65-69;1:06:42.41;06:40;10
Feminino;25-34;1:06:46.56;06:41;10
Feminino;40-44;1:06:46.64;06:41;10
Feminino;40-44;1:06:48.48;06:41;10
Feminino;25-34;1:06:52.43;06:41;10
Masculino;50-54;1:06:52.61;06:41;10
Feminino;18-24;1:06:56.84;06:41;10
Masculino;55-59;1:06:58.60;06:42;10
Masculino;40-44;1:07:03.66;06:42;10
Feminino;55-59;1:07:09.85;06:43;10
Feminino;40-44;1:07:14.41;06:43;10
Masculino;60-64;1:07:14.80;06:43;10
Feminino;45-49;1:07:17.11;06:44;10
Masculino;35-39;1:07:21.04;06:44;10
Feminino;60-64;1:07:21.38;06:44;10
Feminino;35-39;1:07:22.14;06:44;10
Feminino;55-59;1:07:23.08;06:44;10
Feminino;40-44;1:07:24.38;06:44;10
Feminino;45-49;1:07:29.82;06:45;10
Masculino;25-34;1:07:35.30;06:46;10
Feminino;25-34;1:07:36.49;06:46;10
Feminino;35-39;1:07:42.83;06:46;10
Feminino;35-39;1:07:44.83;06:46;10
Masculino;55-59;1:07:48.16;06:47;10
Feminino;25-34;1:07:48.93;06:47;10
Feminino;18-24;1:07:51.16;06:47;10
Masculino;65-69;1:07:52.35;06:47;10
Masculino;25-34;1:07:54.10;06:47;10
Masculino;60-64;1:07:58.22;06:48;10
Masculino;25-34;1:07:58.81;06:48;10
Feminino;25-34;1:08:00.30;06:48;10
Masculino;55-59;1:08:00.99;06:48;10
Feminino;50-54;1:08:02.22;06:48;10
Feminino;40-44;1:08:03.70;06:48;10
Feminino;25-34;1:08:05.78;06:49;10
Masculino;18-24;1:08:07.47;06:49;10
Masculino;18-24;1:08:16.04;06:50;10
Masculino;45-49;1:08:17.90;06:50;10
Masculino;40-44;1:08:17.92;06:50;10
Feminino;50-54;1:08:19.36;06:50;10
Feminino;45-49;1:08:20.05;06:50;10
Feminino;35-39;1:08:21.08;06:50;10
Feminino;25-34;1:08:23.02;06:50;10
Masculino;25-34;1:08:27.98;06:51;10
Feminino;35-39;1:08:28.15;06:51;10
Masculino;25-34;1:08:28.19;06:51;10
Feminino;25-34;1:08:28.88;06:51;10
Feminino;35-39;1:08:35.04;06:52;10
Masculino;35-39;1:08:36.04;06:52;10
Feminino;25-34;1:08:37.26;06:52;10
Feminino;40-44;1:08:37.81;06:52;10
Masculino;25-34;1:08:37.82;06:52;10
Feminino;25-34;1:08:38.40;06:52;10
Feminino;35-39;1:08:38.52;06:52;10
Feminino;55-59;1:08:39.24;06:52;10
Masculino;40-44;1:08:40.36;06:52;10
Feminino;55-59;1:08:41.94;06:52;10
Masculino;40-44;1:08:43.52;06:52;10
Masculino;18-24;1:08:43.93;06:52;10
Masculino;35-39;1:08:45.51;06:53;10
Feminino;25-34;1:08:46.83;06:53;10
Feminino;40-44;1:08:49.68;06:53;10
Masculino;55-59;1:08:49.81;06:53;10
Masculino;35-39;1:08:52.38;06:53;10
Feminino;55-59;1:08:55.36;06:53;10
Masculino;45-49;1:08:55.80;06:53;10
Feminino;25-34;1:08:58.01;06:54;10
Feminino;50-54;1:08:59.10;06:54;10
Feminino;35-39;1:09:00.73;06:54;10
Masculino;18-24;1:09:02.47;06:54;10
Feminino;40-44;1:09:03.19;06:54;10
Masculino;25-34;1:09:04.11;06:55;10
Feminino;35-39;1:09:04.58;06:55;10
Feminino;40-44;1:09:07.34;06:55;10
Masculino;25-34;1:09:09.54;06:55;10
Feminino;50-54;1:09:09.72;06:55;10
Masculino;35-39;1:09:14.91;06:55;10
Masculino;18-24;1:09:15.05;06:55;10
Masculino;25-34;1:09:19.36;06:56;10
Masculino;55-59;1:09:22.35;06:56;10
Feminino;40-44;1:09:23.02;06:56;10
Feminino;25-34;1:09:23.60;06:56;10
Feminino;35-39;1:09:24.97;06:56;10
Feminino;40-44;1:09:25.16;06:56;10
Feminino;60-64;1:09:25.54;06:56;10
Masculino;25-34;1:09:28.60;06:57;10
Masculino;25-34;1:09:29.16;06:57;10
Masculino;25-34;1:09:31.70;06:57;10
Feminino;25-34;1:09:34.54;06:58;10
Masculino;18-24;1:09:38.00;06:58;10
Feminino;18-24;1:09:45.56;06:59;10
Masculino;18-24;1:09:45.92;06:59;10
Feminino;40-44;1:09:46.12;06:59;10
Masculino;35-39;1:09:50.23;06:59;10
Feminino;45-49;1:09:52.91;06:59;10
Feminino;18-24;1:09:53.60;06:59;10
Masculino;18-24;1:09:58.83;07:00;10
Feminino;35-39;1:10:06.46;07:01;10
Masculino;35-39;1:10:08.50;07:01;10
Masculino;55-59;1:10:09.05;07:01;10
Masculino;35-39;1:10:09.69;07:01;10
Feminino;45-49;1:10:12.12;07:01;10
Feminino;35-39;1:10:15.61;07:01;10
Feminino;40-44;1:10:17.15;07:02;10
Feminino;65-69;1:10:21.00;07:02;10
Feminino;55-59;1:10:22.79;07:02;10
Feminino;40-44;1:10:25.16;07:02;10
Masculino;18-24;1:10:25.95;07:02;10
Masculino;25-34;1:10:28.28;07:03;10
Feminino;25-34;1:10:28.92;07:03;10
Masculino;25-34;1:10:31.12;07:03;10
Masculino;55-59;1:10:31.58;07:03;10
Feminino;25-34;1:10:36.76;07:04;10
Feminino;55-59;1:10:39.30;07:04;10
Masculino;60-64;1:10:40.26;07:04;10
Feminino;35-39;1:10:45.02;07:05;10
Feminino;40-44;1:10:51.10;07:05;10
Feminino;40-44;1:10:51.63;07:05;10
Masculino;35-39;1:10:52.25;07:05;10
Feminino;35-39;1:10:53.14;07:05;10
Feminino;40-44;1:10:55.02;07:05;10
Feminino;40-44;1:10:57.02;07:06;10
Masculino;50-54;1:11:04.53;07:07;10
Masculino;18-24;1:11:20.03;07:08;10
Feminino;45-49;1:11:20.51;07:08;10
Feminino;40-44;1:11:25.98;07:08;10
Feminino;35-39;1:11:26.41;07:08;10
Feminino;55-59;1:11:26.76;07:08;10
Masculino;45-49;1:11:26.81;07:08;10
Masculino;35-39;1:11:27.85;07:08;10
Feminino;60-64;1:11:29.44;07:09;10
Masculino;40-44;1:11:35.83;07:10;10
Feminino;25-34;1:11:35.86;07:10;10
Feminino;25-34;1:11:36.60;07:10;10
Masculino;40-44;1:11:36.80;07:10;10
Masculino;25-34;1:11:37.96;07:10;10
Masculino;65-69;1:11:41.28;07:10;10
Masculino;60-64;1:11:41.65;07:10;10
Feminino;25-34;1:11:43.82;07:10;10
Feminino;45-49;1:11:49.91;07:11;10
Feminino;25-34;1:11:52.34;07:11;10
Masculino;35-39;1:11:57.25;07:12;10
Masculino;65-69;1:11:58.92;07:12;10
Feminino;40-44;1:11:59.87;07:12;10
Masculino;45-49;1:12:02.26;07:12;10
Feminino;25-34;1:12:03.73;07:12;10
Feminino;55-59;1:12:07.40;07:13;10
Feminino;40-44;1:12:10.25;07:13;10
Feminino;40-44;1:12:11.91;07:13;10
Masculino;65-69;1:12:12.54;07:13;10
Feminino;40-44;1:12:13.23;07:13;10
Masculino;40-44;1:12:19.29;07:14;10
Feminino;35-39;1:12:19.36;07:14;10
Feminino;45-49;1:12:21.89;07:14;10
Feminino;50-54;1:12:26.87;07:14;10
Masculino;55-59;1:12:27.76;07:14;10
Feminino;25-34;1:12:29.26;07:15;10
Masculino;18-24;1:12:30.54;07:15;10
Masculino;45-49;1:12:31.98;07:15;10
Masculino;40-44;1:12:36.13;07:16;10
Masculino;35-39;1:12:37.84;07:16;10
Feminino;35-39;1:12:38.69;07:16;10
Masculino;60-64;1:12:39.86;07:16;10
Masculino;40-44;1:12:41.12;07:16;10
Masculino;40-44;1:12:42.20;07:16;10
Masculino;18-24;1:12:46.00;07:17;10
Masculino;45-49;1:12:46.20;07:17;10
Feminino;45-49;1:12:46.53;07:17;10
Feminino;35-39;1:12:48.40;07:17;10
Masculino;50-54;1:12:51.54;07:17;10
Feminino;35-39;1:12:52.70;07:17;10
Masculino;35-39;1:12:53.46;07:17;10
Masculino;18-24;1:13:06.94;07:19;10
Masculino;40-44;1:13:07.38;07:19;10
Masculino;45-49;1:13:09.22;07:19;10
Masculino;25-34;1:13:10.21;07:19;10
Masculino;45-49;1:13:14.37;07:19;10
Masculino;25-34;1:13:16.13;07:20;10
Feminino;25-34;1:13:18.17;07:20;10
Feminino;25-34;1:13:19.49;07:20;10
Feminino;25-34;1:13:26.92;07:20;10
Feminino;25-34;1:13:43.07;07:22;10
Feminino;60-64;1:13:43.12;07:22;10
Feminino;25-34;1:13:43.62;07:22;10
Masculino;35-39;1:13:44.82;07:22;10
Masculino;40-44;1:13:45.04;07:23;10
Masculino;60-64;1:13:47.30;07:23;10
Masculino;50-54;1:13:52.88;07:23;10
Masculino;25-34;1:13:54.67;07:23;10
Feminino;35-39;1:13:55.85;07:23;10
Feminino;25-34;1:13:58.43;07:24;10
Feminino;45-49;1:14:03.42;07:24;10
Feminino;45-49;1:14:05.12;07:25;10
Feminino;50-54;1:14:05.34;07:25;10
Feminino;35-39;1:14:08.75;07:25;10
Feminino;25-34;1:14:09.05;07:25;10
Feminino;50-54;1:14:09.63;07:25;10
Feminino;25-34;1:14:09.96;07:25;10
Masculino;40-44;1:14:11.08;07:25;10
Masculino;25-34;1:14:18.71;07:26;10
Masculino;18-24;1:14:20.41;07:26;10
Feminino;25-34;1:14:20.73;07:26;10
Feminino;45-49;1:14:22.26;07:26;10
Feminino;50-54;1:14:22.38;07:26;10
Masculino;18-24;1:14:27.41;07:26;10
Feminino;35-39;1:14:32.10;07:27;10
Feminino;40-44;1:14:33.72;07:28;10
Masculino;35-39;1:14:40.67;07:28;10
Feminino;35-39;1:14:41.47;07:28;10
Masculino;40-44;1:14:43.39;07:28;10
Feminino;25-34;1:14:47.63;07:29;10
Feminino;25-34;1:14:47.70;07:29;10
Feminino;45-49;1:14:50.28;07:29;10
Feminino;45-49;1:14:52.53;07:29;10
Feminino;45-49;1:15:00.57;07:30;10
Masculino;50-54;1:15:03.84;07:30;10
Feminino;45-49;1:15:06.13;07:31;10
Masculino;35-39;1:15:08.12;07:31;10
Feminino;50-54;1:15:18.42;07:32;10
Feminino;50-54;1:15:21.33;07:32;10
Feminino;40-44;1:15:21.48;07:32;10
Feminino;55-59;1:15:24.07;07:32;10
Feminino;60-64;1:15:24.72;07:32;10
Feminino;25-34;1:15:28.35;07:33;10
Masculino;40-44;1:15:31.65;07:33;10
Feminino;55-59;1:15:37.68;07:34;10
Masculino;18-24;1:15:37.93;07:34;10
Feminino;35-39;1:15:44.97;07:34;10
Masculino;50-54;1:15:48.03;07:35;10
Masculino;50-54;1:15:48.54;07:35;10
Feminino;35-39;1:15:52.50;07:35;10
Masculino;25-34;1:15:58.42;07:36;10
Feminino;45-49;1:16:00.11;07:36;10
Feminino;60-64;1:16:00.55;07:36;10
Feminino;60-64;1:16:02.77;07:36;10
Masculino;25-34;1:16:08.76;07:37;10
Masculino;35-39;1:16:25.08;07:38;10
Feminino;18-24;1:16:25.93;07:38;10
Masculino;60-64;1:16:26.52;07:38;10
Masculino;45-49;1:16:31.05;07:39;10
Masculino;35-39;1:16:33.84;07:39;10
Feminino;50-54;1:16:33.88;07:39;10
Feminino;45-49;1:16:35.31;07:40;10
Masculino;25-34;1:16:38.42;07:40;10
Masculino;40-44;1:16:39.34;07:40;10
Masculino;25-34;1:16:44.60;07:40;10
Feminino;55-59;1:16:48.20;07:41;10
Feminino;40-44;1:16:52.10;07:41;10
Masculino;60-64;1:16:55.38;07:41;10
Feminino;55-59;1:16:59.81;07:42;10
Feminino;35-39;1:17:01.59;07:42;10
Feminino;40-44;1:17:02.77;07:42;10
Masculino;35-39;1:17:08.66;07:43;10
Feminino;35-39;1:17:10.30;07:43;10
Feminino;40-44;1:17:17.85;07:44;10
Feminino;35-39;1:17:19.00;07:44;10
Feminino;45-49;1:17:21.77;07:44;10
Masculino;40-44;1:17:23.43;07:44;10
Feminino;25-34;1:17:24.88;07:44;10
Masculino;60-64;1:17:26.50;07:44;10
Feminino;18-24;1:17:29.18;07:45;10
Masculino;35-39;1:17:40.89;07:46;10
Masculino;65-69;1:17:51.04;07:47;10
Feminino;65-69;1:18:12.39;07:49;10
Masculino;45-49;1:18:15.31;07:49;10
Feminino;40-44;1:18:27.76;07:51;10
Feminino;55-59;1:18:28.64;07:51;10
Feminino;60-64;1:18:31.17;07:51;10
Feminino;40-44;1:18:33.22;07:52;10
Masculino;35-39;1:18:37.98;07:52;10
Feminino;35-39;1:18:38.27;07:52;10
Feminino;25-34;1:18:38.91;07:52;10
Masculino;25-34;1:18:44.88;07:52;10
Feminino;40-44;1:18:46.85;07:53;10
Feminino;50-54;1:18:48.48;07:53;10
Feminino;35-39;1:18:52.12;07:53;10
Masculino;35-39;1:18:55.94;07:53;10
Feminino;25-34;1:19:00.32;07:54;10
Feminino;45-49;1:19:07.57;07:55;10
Masculino;40-44;1:19:08.35;07:55;10
Feminino;18-24;1:19:11.39;07:55;10
Masculino;35-39;1:19:15.04;07:55;10
Feminino;25-34;1:19:21.10;07:56;10
Masculino;45-49;1:19:40.30;07:58;10
Masculino;60-64;1:19:55.91;07:59;10
Feminino;40-44;1:20:07.24;08:01;10
Feminino;25-34;1:20:08.55;08:01;10
Masculino;18-24;1:20:08.86;08:01;10
Masculino;40-44;1:20:23.26;08:02;10
Feminino;50-54;1:20:25.43;08:02;10
Feminino;35-39;1:20:27.49;08:02;10
Feminino;40-44;1:20:28.37;08:03;10
Masculino;25-34;1:20:29.46;08:03;10
Feminino;45-49;1:20:32.37;08:03;10
Feminino;25-34;1:20:32.58;08:03;10
Masculino;65-69;1:20:33.84;08:04;10
Feminino;55-59;1:20:34.03;08:04;10
Feminino;55-59;1:20:34.81;08:04;10
Masculino;40-44;1:20:39.55;08:04;10
Feminino;50-54;1:20:41.23;08:04;10
Masculino;40-44;1:20:53.04;08:05;10
Masculino;35-39;1:20:56.10;08:05;10
Feminino;40-44;1:21:02.00;08:06;10
Masculino;25-34;1:21:09.53;08:07;10
Feminino;55-59;1:21:22.57;08:08;10
Masculino;35-39;1:21:23.47;08:08;10
Masculino;75+;1:21:30.01;08:09;10
Masculino;35-39;1:21:30.33;08:09;10
Feminino;35-39;1:21:32.35;08:09;10
Feminino;60-64;1:21:37.82;08:10;10
Feminino;25-34;1:21:42.37;08:10;10
Masculino;25-34;1:21:44.32;08:10;10
Feminino;18-24;1:21:59.62;08:12;10
Feminino;55-59;1:22:04.35;08:13;10
Feminino;50-54;1:22:04.57;08:13;10
Feminino;25-34;1:22:11.69;08:13;10
Feminino;25-34;1:22:19.51;08:14;10
Feminino;35-39;1:22:35.56;08:16;10
Feminino;25-34;1:22:39.68;08:16;10
Feminino;25-34;1:22:52.54;08:17;10
Masculino;25-34;1:22:52.99;08:17;10
Masculino;35-39;1:23:04.10;08:19;10
Masculino;18-24;1:23:04.25;08:19;10
Feminino;40-44;1:23:17.34;08:20;10
Feminino;55-59;1:23:21.12;08:20;10
Feminino;50-54;1:23:21.51;08:20;10
Feminino;60-64;1:23:21.84;08:20;10
Feminino;18-24;1:23:28.61;08:21;10
Feminino;45-49;1:23:41.83;08:22;10
Feminino;40-44;1:23:42.06;08:22;10
Feminino;40-44;1:23:53.81;08:23;10
Feminino;40-44;1:24:01.86;08:24;10
Feminino;60-64;1:24:10.66;08:25;10
Feminino;35-39;1:24:15.64;08:26;10
Feminino;40-44;1:24:29.46;08:27;10
Masculino;40-44;1:24:51.48;08:29;10
Masculino;45-49;1:25:03.70;08:30;10
Feminino;35-39;1:25:16.81;08:32;10
Masculino;45-49;1:25:20.80;08:32;10
Feminino;25-34;1:25:30.24;08:33;10
Masculino;60-64;1:25:50.35;08:35;10
Feminino;40-44;1:26:08.93;08:37;10
Masculino;25-34;1:26:30.99;08:39;10
Feminino;70-74;1:26:31.48;08:39;10
Feminino;50-54;1:26:41.99;08:40;10
Masculino;55-59;1:26:52.88;08:41;10
Masculino;25-34;1:26:54.29;08:41;10
Masculino;35-39;1:26:59.06;08:42;10
Feminino;35-39;1:26:59.23;08:42;10
Masculino;35-39;1:27:00.94;08:42;10
Masculino;18-24;1:27:04.81;08:43;10
Masculino;25-34;1:27:12.05;08:43;10
Feminino;18-24;1:27:16.68;08:44;10
Masculino;60-64;1:27:30.13;08:45;10
Masculino;50-54;1:27:39.64;08:46;10
Masculino;60-64;1:27:49.22;08:47;10
Feminino;60-64;1:27:50.06;08:47;10
Masculino;40-44;1:27:50.26;08:47;10
Feminino;40-44;1:27:52.59;08:47;10
Masculino;25-34;1:28:12.11;08:49;10
Feminino;40-44;1:28:42.50;08:52;10
Feminino;25-34;1:28:43.21;08:52;10
Feminino;25-34;1:28:46.13;08:53;10
Masculino;35-39;1:28:49.26;08:53;10
Masculino;18-24;1:29:05.49;08:55;10
Feminino;45-49;1:29:09.90;08:55;10
Feminino;25-34;1:29:11.32;08:55;10
Feminino;45-49;1:29:25.61;08:56;10
Feminino;45-49;1:29:28.81;08:57;10
Feminino;40-44;1:30:29.37;09:03;10
Feminino;50-54;1:30:32.40;09:03;10
Feminino;55-59;1:30:52.10;09:05;10
Masculino;45-49;1:31:04.39;09:07;10
Masculino;55-59;1:31:10.39;09:07;10
Masculino;40-44;1:31:20.58;09:08;10
Masculino;50-54;1:31:46.05;09:11;10
Masculino;40-44;1:32:28.69;09:15;10
Feminino;35-39;1:32:34.58;09:16;10
Feminino;25-34;1:33:17.95;09:20;10
Feminino;40-44;1:33:54.47;09:23;10
Feminino;45-49;1:34:17.75;09:26;10
Feminino;35-39;1:36:05.20;09:37;10
Feminino;55-59;1:36:52.02;09:41;10
Feminino;35-39;1:37:15.76;09:43;10
Masculino;25-34;1:37:18.04;09:44;10
Masculino;60-64;1:38:26.68;09:50;10
Feminino;50-54;1:39:05.86;09:55;10
Feminino;35-39;1:40:06.79;10:01;10
Masculino;35-39;1:44:36.31;10:28;10
Masculino;25-34;1:45:46.12;10:35;10
Masculino;70-74;1:47:17.41;10:44;10
Masculino;70-74;1:47:40.83;10:46;10
Masculino;25-34;1:31:07.00;11:00;10
Masculino;40-44;1:54:23.95;11:26;10
Masculino;35-39;2:26:38.96;14:40;10
Masculino;45-49;2:33:21.78;15:20;10
Masculino;21K-GM;1:14:19.77;03:31;21
Masculino;21K-GM;1:15:35.96;03:35;21
Masculino;21K-GM;1:18:08.43;03:42;21
Masculino;21K-GM;1:18:20.00;03:43;21
Masculino;21K-GM;1:19:01.15;03:45;21
Masculino;40-44;1:19:54.03;03:47;21
Masculino;40-44;1:20:09.37;03:48;21
Masculino;35-39;1:21:18.21;03:51;21
Masculino;40-44;1:22:28.14;03:55;21
Masculino;35-39;1:23:15.61;03:57;21
Masculino;40-44;1:24:30.94;04:01;21
Masculino;40-44;1:24:56.59;04:02;21
Masculino;35-39;1:25:05.39;04:02;21
Masculino;40-44;1:25:13.85;04:02;21
Masculino;35-39;1:25:26.41;04:03;21
Masculino;45-49;1:25:37.87;04:04;21
Masculino;35-39;1:25:53.14;04:04;21
Masculino;55-59;1:26:00.81;04:05;21
Masculino;50-54;1:26:04.12;04:05;21
Masculino;40-44;1:26:39.10;04:07;21
Masculino;40-44;1:28:45.03;04:13;21
Masculino;55-59;1:29:05.23;04:13;21
Masculino;45-49;1:29:26.79;04:14;21
Masculino;40-44;1:29:31.17;04:14;21
Masculino;50-54;1:30:10.39;04:16;21
Masculino;50-54;1:30:45.98;04:18;21
Masculino;25-34;1:30:54.34;04:19;21
Feminino;21K-GF;1:31:11.56;04:19;21
Masculino;50-54;1:32:00.43;04:22;21
Masculino;45-49;1:32:08.15;04:22;21
Masculino;25-34;1:32:13.08;04:22;21
Masculino;60-64;1:32:30.30;04:23;21
Masculino;60-64;1:32:43.76;04:24;21
Masculino;65-69;1:32:58.19;04:25;21
Masculino;45-49;1:33:13.94;04:25;21
Masculino;35-39;1:33:26.63;04:26;21
Masculino;40-44;1:33:43.92;04:26;21
Feminino;21K-GF;1:34:04.31;04:28;21
Masculino;35-39;1:34:17.89;04:28;21
Masculino;40-44;1:34:20.99;04:28;21
Masculino;50-54;1:34:23.99;04:28;21
Masculino;18-24;1:34:35.62;04:29;21
Feminino;21K-GF;1:34:47.82;04:29;21
Masculino;55-59;1:35:31.81;04:32;21
Masculino;45-49;1:35:46.73;04:32;21
Masculino;35-39;1:35:55.39;04:33;21
Masculino;35-39;1:36:17.56;04:34;21
Masculino;40-44;1:36:24.32;04:34;21
Masculino;40-44;1:36:25.92;04:34;21
Masculino;45-49;1:36:36.69;04:35;21
Masculino;40-44;1:36:56.95;04:36;21
Masculino;50-54;1:37:25.46;04:37;21
Masculino;25-34;1:37:33.65;04:37;21
Masculino;40-44;1:38:07.26;04:39;21
Masculino;45-49;1:38:12.47;04:40;21
Feminino;21K-GF;1:38:15.45;04:40;21
Masculino;25-34;1:38:24.36;04:40;21
Masculino;45-49;1:38:51.05;04:41;21
Masculino;40-44;1:39:12.65;04:42;21
Masculino;45-49;1:39:14.31;04:42;21
Masculino;35-39;1:39:17.92;04:43;21
Masculino;25-34;1:39:24.20;04:43;21
Masculino;25-34;1:39:29.40;04:43;21
Masculino;35-39;1:39:34.29;04:43;21
Masculino;25-34;1:39:37.63;04:43;21
Masculino;40-44;1:39:39.67;04:43;21
Masculino;35-39;1:39:45.45;04:44;21
Feminino;21K-GF;1:39:50.54;04:44;21
Masculino;25-34;1:40:00.95;04:44;21
Masculino;21K-PRFM;1:40:09.46;04:45;21
Masculino;40-44;1:40:38.10;04:46;21
Masculino;55-59;1:41:10.92;04:48;21
Masculino;40-44;1:41:17.59;04:48;21
Masculino;50-54;1:41:18.16;04:48;21
Feminino;45-49;1:41:19.44;04:48;21
Masculino;35-39;1:41:20.64;04:48;21
Masculino;35-39;1:41:23.51;04:49;21
Masculino;45-49;1:41:30.86;04:49;21
Masculino;55-59;1:41:42.81;04:49;21
Masculino;25-34;1:41:50.26;04:50;21
Masculino;40-44;1:42:02.87;04:50;21
Masculino;45-49;1:42:02.88;04:50;21
Masculino;60-64;1:42:04.16;04:50;21
Masculino;50-54;1:42:10.58;04:50;21
Masculino;40-44;1:42:19.17;04:51;21
Masculino;40-44;1:42:22.23;04:51;21
Masculino;50-54;1:42:22.81;04:51;21
Masculino;35-39;1:42:32.67;04:52;21
Masculino;25-34;1:42:37.98;04:52;21
Masculino;60-64;1:42:45.28;04:52;21
Masculino;40-44;1:42:53.83;04:53;21
Masculino;25-34;1:42:55.04;04:53;21
Masculino;25-34;1:43:22.62;04:54;21
Masculino;45-49;1:43:24.67;04:54;21
Masculino;45-49;1:43:27.25;04:54;21
Masculino;35-39;1:43:29.72;04:55;21
Masculino;35-39;1:43:33.37;04:55;21
Masculino;25-34;1:43:37.84;04:55;21
Masculino;50-54;1:43:45.46;04:55;21
Masculino;25-34;1:43:47.11;04:55;21
Masculino;25-34;1:43:56.72;04:56;21
Masculino;18-24;1:44:10.67;04:56;21
Masculino;45-49;1:44:12.09;04:56;21
Masculino;35-39;1:44:16.15;04:56;21
Masculino;45-49;1:44:20.12;04:57;21
Masculino;50-54;1:44:25.87;04:57;21
Masculino;40-44;1:44:26.75;04:57;21
Masculino;55-59;1:44:36.32;04:58;21
Masculino;45-49;1:44:40.51;04:58;21
Masculino;40-44;1:44:46.70;04:58;21
Masculino;25-34;1:44:51.96;04:58;21
Masculino;40-44;1:44:54.83;04:58;21
Masculino;18-24;1:44:55.06;04:58;21
Masculino;55-59;1:44:57.72;04:59;21
Masculino;40-44;1:45:07.37;04:59;21
Masculino;35-39;1:45:11.17;04:59;21
Masculino;40-44;1:45:14.73;04:59;21
